No.,Time,Source,Destination,Protocol,Length,Info,Type,Type of attack
4083,1748177064,192.168.100.11,192.168.100.255,ICMP,42,Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0,Attack,Smurf Attack
4084,1748177064,192.168.100.11,192.168.100.255,ICMP,42,Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0,Attack,Smurf Attack
4085,1748177064,192.168.100.11,192.168.100.255,ICMP,42,Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0,Attack,Smurf Attack
4086,1748177064,192.168.100.11,192.168.100.255,ICMP,42,Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0,Attack,Smurf Attack
4087,1748177064,192.168.100.11,192.168.100.255,ICMP,42,Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0,Attack,Smurf Attack
4088,1748177064,192.168.100.11,192.168.100.255,ICMP,42,Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0,Attack,Smurf Attack
4089,1748177064,192.168.100.11,192.168.100.255,ICMP,42,Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0,Attack,Smurf Attack
4090,1748177064,192.168.100.11,192.168.100.255,ICMP,42,Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0,Attack,Smurf Attack
4091,1748177064,192.168.100.11,192.168.100.255,ICMP,42,Ether / IP / ICMP 192.168.100.11 > 192.168.100.255 echo-request 0,Attack,Smurf Attack
4092,1748177064,192.168.100.1,192.168.100.11,TCP,54,Ether / IP / TCP 192.168.100.1:29386 > 192.168.100.11:http S,Non-Attack,No Attack
4093,1748177064,192.168.100.11,192.168.100.1,TCP,54,Ether / IP / TCP 192.168.100.11:http > 192.168.100.1:29386 RA,Non-Attack,No Attack
4094,1748177064,192.168.100.1,192.168.100.11,TCP,54,Ether / IP / TCP 192.168.100.1:40557 > 192.168.100.11:http S,Non-Attack,No Attack
